,name,surface,won,lost,surface_total,total_matches,win_rate
4639,Mariano Zabaleta,Carpet,2,6,8,412,25.0
4640,Mariano Zabaleta,Clay,150,120,270,412,55.56
4641,Mariano Zabaleta,Hard,51,83,134,412,38.06
4642,Marin Cilic,Carpet,4,5,9,809,44.44
4643,Marin Cilic,Clay,125,77,202,809,61.88
4644,Marin Cilic,Grass,68,31,99,809,68.69
4645,Marin Cilic,Hard,323,176,499,809,64.73
4646,Marinko Matosevic,Clay,8,19,27,159,29.63
4647,Marinko Matosevic,Grass,8,12,20,159,40.0
4648,Marinko Matosevic,Hard,48,64,112,159,42.86
4649,Mario Ancic,Carpet,23,15,38,344,60.53
4650,Mario Ancic,Clay,35,26,61,344,57.38
4651,Mario Ancic,Grass,39,14,53,344,73.58
4652,Mario Ancic,Hard,111,81,192,344,57.81
4653,Mario Martinez,Carpet,3,5,8,166,37.5
4654,Mario Martinez,Clay,81,61,142,166,57.04
4655,Mario Martinez,Hard,5,11,16,166,31.25
4656,Mario Monroy,Clay,1,1,2,4,50.0
4657,Mario Monroy,Hard,1,1,2,4,50.0
4658,Mario Radic,Clay,2,4,6,6,33.33
4659,Mario Rincon,Clay,3,14,17,24,17.65
4660,Mario Rincon,Hard,1,6,7,24,14.29
4661,Mario Tabares,Clay,6,9,15,33,40.0
4662,Mario Tabares,Hard,10,8,18,33,55.56
4663,Mario Vilella Martinez,Hard,2,3,5,5,40.0
4664,Mario Visconti,Clay,2,6,8,8,25.0
4665,Marius Copil,Clay,10,27,37,149,27.03
4666,Marius Copil,Grass,6,9,15,149,40.0
4667,Marius Copil,Hard,46,51,97,149,47.42
4668,Mariusz Fyrstenberg,Carpet,1,1,2,14,50.0
4669,Mariusz Fyrstenberg,Clay,3,6,9,14,33.33
4670,Mariusz Fyrstenberg,Hard,1,2,3,14,33.33
4671,Mark Bailey,Carpet,3,3,6,30,50.0
4672,Mark Bailey,Clay,2,2,4,30,50.0
4673,Mark Bailey,Grass,1,1,2,30,50.0
4674,Mark Bailey,Hard,11,7,18,30,61.11
4675,Mark Buckley,Clay,5,16,21,23,23.81
4676,Mark Buckley,Hard,1,1,2,23,50.0
4677,Mark Cox,Carpet,109,73,182,587,59.89
4678,Mark Cox,Clay,77,60,137,587,56.2
4679,Mark Cox,Grass,64,40,104,587,61.54
4680,Mark Cox,Hard,93,71,164,587,56.71
4681,Mark Dickson,Carpet,31,30,61,246,50.82
4682,Mark Dickson,Clay,43,39,82,246,52.44
4683,Mark Dickson,Grass,11,8,19,246,57.89
4684,Mark Dickson,Hard,43,41,84,246,51.19
4685,Mark Draper,Grass,1,1,2,2,50.0
4686,Mark Edmondson,Carpet,35,42,77,504,45.45
4687,Mark Edmondson,Clay,65,82,147,504,44.22
4688,Mark Edmondson,Grass,109,62,171,504,63.74
4689,Mark Edmondson,Hard,51,58,109,504,46.79
4690,Mark Farrell,Carpet,2,4,6,57,33.33
4691,Mark Farrell,Clay,2,17,19,57,10.53
4692,Mark Farrell,Grass,11,14,25,57,44.0
4693,Mark Farrell,Hard,1,6,7,57,14.29
4694,Mark Gurr,Hard,1,3,4,4,25.0
4695,Mark Hilton,Grass,1,4,5,5,20.0
4696,Mark Kaplan,Clay,5,5,10,32,50.0
4697,Mark Kaplan,Grass,3,4,7,32,42.86
4698,Mark Kaplan,Hard,3,12,15,32,20.0
4699,Mark Keil,Carpet,1,1,2,12,50.0
4700,Mark Keil,Grass,2,3,5,12,40.0
4701,Mark Keil,Hard,1,4,5,12,20.0
4702,Mark Knowles,Carpet,5,4,9,123,55.56
4703,Mark Knowles,Clay,9,18,27,123,33.33
4704,Mark Knowles,Grass,8,9,17,123,47.06
4705,Mark Knowles,Hard,24,46,70,123,34.29
4706,Mark Koevermans,Carpet,5,12,17,156,29.41
4707,Mark Koevermans,Clay,46,46,92,156,50.0
4708,Mark Koevermans,Grass,3,3,6,156,50.0
4709,Mark Koevermans,Hard,18,23,41,156,43.9
4710,Mark Kratzmann,Carpet,7,11,18,156,38.89
4711,Mark Kratzmann,Clay,1,9,10,156,10.0
4712,Mark Kratzmann,Grass,25,24,49,156,51.02
4713,Mark Kratzmann,Hard,27,52,79,156,34.18
4714,Mark Lewis,Grass,1,1,2,9,50.0
4715,Mark Lewis,Hard,2,5,7,9,28.57
4716,Mark Lyndon,Grass,1,1,2,2,50.0
4717,Mark Markov,Clay,1,1,2,2,50.0
4718,Mark Merklein,Hard,10,15,25,25,40.0
4719,Mark Meyers,Clay,2,4,6,6,33.33
4720,Mark Nielsen,Carpet,3,5,8,38,37.5
4721,Mark Nielsen,Hard,15,15,30,38,50.0
4722,Mark Petchey,Carpet,4,9,13,109,30.77
4723,Mark Petchey,Clay,4,7,11,109,36.36
4724,Mark Petchey,Grass,17,28,45,109,37.78
4725,Mark Petchey,Hard,10,30,40,109,25.0
4726,Mark Philippoussis,Carpet,31,22,53,522,58.49
4727,Mark Philippoussis,Clay,52,41,93,522,55.91
4728,Mark Philippoussis,Grass,51,23,74,522,68.92
4729,Mark Philippoussis,Hard,181,121,302,522,59.93
4730,Mark Turpin,Clay,1,3,4,4,25.0
4731,Mark Vines,Carpet,1,4,5,24,20.0
4732,Mark Vines,Hard,7,12,19,24,36.84
4733,Mark Woodforde,Carpet,46,45,91,631,50.55
4734,Mark Woodforde,Clay,43,68,111,631,38.74
4735,Mark Woodforde,Grass,51,44,95,631,53.68
4736,Mark Woodforde,Hard,179,155,334,631,53.59
4737,Mark Wooldridge,Grass,2,3,5,13,40.0
4738,Mark Wooldridge,Hard,1,7,8,13,12.5
4739,Marko Ostoja,Carpet,8,13,21,228,38.1
4740,Marko Ostoja,Clay,56,77,133,228,42.11
4741,Marko Ostoja,Grass,3,4,7,228,42.86
4742,Marko Ostoja,Hard,21,46,67,228,31.34
4743,Marko Tkalec,Carpet,2,2,4,34,50.0
4744,Marko Tkalec,Clay,17,3,20,34,85.0
4745,Marko Tkalec,Hard,5,5,10,34,50.0
4746,Markus Eriksson,Clay,1,4,5,13,20.0
4747,Markus Eriksson,Hard,4,4,8,13,50.0
4748,Markus Gunthardt,Clay,2,9,11,11,18.18
4749,Markus Hantschk,Clay,16,20,36,67,44.44
4750,Markus Hantschk,Grass,1,3,4,67,25.0
4751,Markus Hantschk,Hard,9,18,27,67,33.33
4752,Markus Hipfl,Clay,56,54,110,143,50.91
4753,Markus Hipfl,Grass,1,6,7,143,14.29
4754,Markus Hipfl,Hard,8,18,26,143,30.77
4755,Markus Naewie,Carpet,2,4,6,57,33.33
4756,Markus Naewie,Clay,13,21,34,57,38.24
4757,Markus Naewie,Grass,1,3,4,57,25.0
4758,Markus Naewie,Hard,5,8,13,57,38.46
4759,Markus Rackl,Carpet,1,1,2,21,50.0
4760,Markus Rackl,Clay,7,12,19,21,36.84
4761,Markus Zillner,Clay,5,8,13,13,38.46
4762,Markus Zoecke,Carpet,13,22,35,170,37.14
4763,Markus Zoecke,Clay,4,14,18,170,22.22
4764,Markus Zoecke,Grass,5,11,16,170,31.25
4765,Markus Zoecke,Hard,45,56,101,170,44.55
4766,Marsel Ilhan,Carpet,1,1,2,90,50.0
4767,Marsel Ilhan,Clay,6,18,24,90,25.0
4768,Marsel Ilhan,Grass,4,8,12,90,33.33
4769,Marsel Ilhan,Hard,20,32,52,90,38.46
4770,Martijn Van Haasteren,Hard,3,1,4,4,75.0
4771,Martin Alund,Clay,7,9,16,16,43.75
4772,Martin Barba,Clay,1,1,2,7,50.0
4773,Martin Barba,Hard,1,4,5,7,20.0
4774,Martin Blackman,Carpet,1,1,2,11,50.0
4775,Martin Blackman,Hard,2,7,9,11,22.22
4776,Martin Cuevas,Clay,3,12,15,20,20.0
4777,Martin Cuevas,Hard,1,4,5,20,20.0
4778,Martin Damm,Carpet,53,50,103,370,51.46
4779,Martin Damm,Clay,6,28,34,370,17.65
4780,Martin Damm,Grass,23,26,49,370,46.94
4781,Martin Damm,Hard,76,108,184,370,41.3
4782,Martin Fischer,Clay,1,11,12,25,8.33
4783,Martin Fischer,Grass,1,3,4,25,25.0
4784,Martin Fischer,Hard,3,6,9,25,33.33
4785,Martin Hipp,Clay,1,1,2,2,50.0
4786,Martin Jaite,Carpet,15,16,31,480,48.39
4787,Martin Jaite,Clay,231,117,348,480,66.38
4788,Martin Jaite,Grass,4,5,9,480,44.44
4789,Martin Jaite,Hard,51,41,92,480,55.43
4790,Martin Klizan,Clay,73,59,132,299,55.3
4791,Martin Klizan,Grass,4,13,17,299,23.53
4792,Martin Klizan,Hard,67,83,150,299,44.67
4793,Martin Laurendeau,Carpet,5,7,12,93,41.67
4794,Martin Laurendeau,Grass,5,8,13,93,38.46
4795,Martin Laurendeau,Hard,26,42,68,93,38.24
4796,Martin Lee,Carpet,1,2,3,67,33.33
4797,Martin Lee,Clay,2,8,10,67,20.0
4798,Martin Lee,Grass,15,23,38,67,39.47
4799,Martin Lee,Hard,3,13,16,67,18.75
4800,Martin Mulligan,Clay,79,46,125,148,63.2
4801,Martin Mulligan,Grass,1,3,4,148,25.0
4802,Martin Mulligan,Hard,7,12,19,148,36.84
4803,Martin Pedersen,Clay,5,3,8,20,62.5
4804,Martin Pedersen,Hard,5,7,12,20,41.67
4805,Martin Robinson,Clay,10,24,34,43,29.41
4806,Martin Robinson,Grass,1,6,7,43,14.29
4807,Martin Robinson,Hard,1,1,2,43,50.0
4808,Martin Rodriguez,Clay,14,27,41,55,34.15
4809,Martin Rodriguez,Hard,2,12,14,55,14.29
4810,Martin Sayer,Hard,3,3,6,6,50.0
4811,Martin Sinner,Carpet,21,23,44,128,47.73
4812,Martin Sinner,Clay,13,28,41,128,31.71
4813,Martin Sinner,Grass,1,6,7,128,14.29
4814,Martin Sinner,Hard,15,21,36,128,41.67
4815,Martin Slanar,Hard,1,2,3,3,33.33
4816,Martin Spottl,Clay,2,2,4,4,50.0
4817,Martin Strelba,Carpet,3,9,12,106,25.0
4818,Martin Strelba,Clay,38,47,85,106,44.71
4819,Martin Strelba,Hard,1,8,9,106,11.11
4820,Martin Stringari,Clay,4,9,13,18,30.77
4821,Martin Stringari,Hard,2,3,5,18,40.0
4822,Martin Vassallo Arguello,Clay,41,53,94,128,43.62
4823,Martin Vassallo Arguello,Grass,2,5,7,128,28.57
4824,Martin Vassallo Arguello,Hard,4,23,27,128,14.81
4825,Martin Verkerk,Carpet,8,6,14,130,57.14
4826,Martin Verkerk,Clay,32,31,63,130,50.79
4827,Martin Verkerk,Grass,3,6,9,130,33.33
4828,Martin Verkerk,Hard,17,27,44,130,38.64
4829,Martin Vilarrubi,Clay,4,4,8,8,50.0
4830,Martin Wostenholme,Carpet,6,6,12,143,50.0
4831,Martin Wostenholme,Clay,28,43,71,143,39.44
4832,Martin Wostenholme,Grass,3,4,7,143,42.86
4833,Martin Wostenholme,Hard,19,34,53,143,35.85
4834,Martins Podzus,Clay,2,3,5,11,40.0
4835,Martins Podzus,Hard,2,4,6,11,33.33
4836,Marton Fucsovics,Carpet,2,2,4,169,50.0
4837,Marton Fucsovics,Clay,30,24,54,169,55.56
4838,Marton Fucsovics,Grass,4,9,13,169,30.77
4839,Marton Fucsovics,Hard,49,49,98,169,50.0
4840,Marty Davis,Carpet,29,35,64,326,45.31
4841,Marty Davis,Clay,17,26,43,326,39.53
4842,Marty Davis,Grass,30,27,57,326,52.63
4843,Marty Davis,Hard,77,85,162,326,47.53
4844,Marty Riessen,Carpet,143,95,238,665,60.08
4845,Marty Riessen,Clay,94,50,144,665,65.28
4846,Marty Riessen,Grass,64,39,103,665,62.14
4847,Marty Riessen,Hard,105,75,180,665,58.33
4848,Marzio Martelli,Carpet,1,2,3,51,33.33
4849,Marzio Martelli,Clay,12,22,34,51,35.29
4850,Marzio Martelli,Grass,1,2,3,51,33.33
4851,Marzio Martelli,Hard,5,6,11,51,45.45
4852,Mashiska Washington,Hard,5,11,16,16,31.25
4853,Massimiliano Narducci,Clay,16,18,34,40,47.06
4854,Massimiliano Narducci,Grass,1,2,3,40,33.33
4855,Massimiliano Narducci,Hard,1,2,3,40,33.33
4856,Massimo Ardinghi,Clay,1,4,5,5,20.0
4857,Massimo Calvelli,Clay,1,1,2,2,50.0
4858,Massimo Cierro,Clay,18,43,61,61,29.51
4859,Massimo Dellacqua,Grass,1,1,2,2,50.0
4860,Massimo Di Domenico,Clay,13,28,41,41,31.71
4861,Massimo Rivaroli,Carpet,1,2,3,3,33.33
4862,Massimo Valeri,Clay,3,8,11,11,27.27
4863,Massimo Zampieri,Clay,1,2,3,3,33.33
4864,Mate Delic,Clay,3,8,11,11,27.27
4865,Mate Pavic,Clay,1,5,6,12,16.67
4866,Mate Pavic,Grass,2,4,6,12,33.33
4867,Mathias Bourgue,Clay,1,2,3,3,33.33
4868,Mathias Werren,Clay,2,10,12,14,16.67
4869,Mathias Werren,Grass,1,1,2,14,50.0
4870,Mathieu Montcourt,Clay,5,6,11,11,45.45
4871,Mathieu Rodrigues,Hard,1,1,2,2,50.0
4872,Matias Boeker,Hard,1,3,4,4,25.0
4873,Matias Silva,Clay,4,3,7,9,57.14
4874,Matias Silva,Hard,1,1,2,9,50.0
4875,Mats Wilander,Carpet,72,53,125,794,57.6
4876,Mats Wilander,Clay,263,80,343,794,76.68
4877,Mats Wilander,Grass,49,17,66,794,74.24
4878,Mats Wilander,Hard,186,74,260,794,71.54
4879,Matt Anger,Carpet,6,15,21,188,28.57
4880,Matt Anger,Clay,4,7,11,188,36.36
4881,Matt Anger,Grass,26,23,49,188,53.06
4882,Matt Anger,Hard,46,61,107,188,42.99
4883,Matt Doyle,Carpet,7,4,11,140,63.64
4884,Matt Doyle,Clay,8,17,25,140,32.0
4885,Matt Doyle,Grass,10,14,24,140,41.67
4886,Matt Doyle,Hard,39,41,80,140,48.75
4887,Matt Mitchell,Carpet,17,23,40,163,42.5
4888,Matt Mitchell,Clay,5,14,19,163,26.32
4889,Matt Mitchell,Grass,17,27,44,163,38.64
4890,Matt Mitchell,Hard,21,39,60,163,35.0
4891,Matteo Berrettini,Clay,28,14,42,133,66.67
4892,Matteo Berrettini,Grass,13,5,18,133,72.22
4893,Matteo Berrettini,Hard,38,35,73,133,52.05
4894,Matteo Donati,Clay,1,1,2,2,50.0
4895,Matteo Viola,Hard,4,8,12,12,33.33
4896,Matthew Barton,Clay,1,1,2,8,50.0
4897,Matthew Barton,Grass,1,1,2,8,50.0
4898,Matthew Barton,Hard,2,2,4,8,50.0
4899,Matthew Ebden,Clay,1,13,14,200,7.14
4900,Matthew Ebden,Grass,20,25,45,200,44.44
4901,Matthew Ebden,Hard,55,86,141,200,39.01
4902,Matthew McDonald,Carpet,1,2,3,3,33.33
4903,Matthias Bachinger,Clay,11,19,30,86,36.67
4904,Matthias Bachinger,Grass,2,7,9,86,22.22
4905,Matthias Bachinger,Hard,18,29,47,86,38.3
4906,Matti Timonen,Carpet,3,4,7,16,42.86
4907,Matti Timonen,Clay,1,6,7,16,14.29
4908,Matti Timonen,Grass,1,1,2,16,50.0
4909,Maurice Ruah,Carpet,1,5,6,92,16.67
4910,Maurice Ruah,Clay,11,15,26,92,42.31
4911,Maurice Ruah,Grass,2,6,8,92,25.0
4912,Maurice Ruah,Hard,23,29,52,92,44.23
4913,Mauricio Doria Medina,Clay,1,2,3,6,33.33
4914,Mauricio Doria Medina,Hard,1,2,3,6,33.33
4915,Mauricio Echazu,Clay,12,12,24,27,50.0
4916,Mauricio Echazu,Hard,1,2,3,27,33.33
4917,Mauricio Hadad,Clay,44,24,68,115,64.71
4918,Mauricio Hadad,Hard,22,25,47,115,46.81
4919,Maurizio Aracri,Clay,1,1,2,2,50.0
4920,Mauro Menezes,Carpet,1,3,4,16,25.0
4921,Mauro Menezes,Hard,2,10,12,16,16.67
4922,Max Cocks,Grass,3,2,5,5,60.0
4923,Max Franklin,Grass,3,2,5,5,60.0
4924,Max Hurlimann,Clay,1,7,8,8,12.5
4925,Max Mirnyi,Carpet,43,30,73,487,58.9
4926,Max Mirnyi,Clay,41,60,101,487,40.59
4927,Max Mirnyi,Grass,30,26,56,487,53.57
4928,Max Mirnyi,Hard,131,126,257,487,50.97
4929,Max Pettman,Grass,1,3,4,4,25.0
4930,Max Purcell,Hard,1,2,3,3,33.33
4931,Max Senior,Grass,1,4,5,5,20.0
4932,Max Wunschig,Clay,5,11,16,16,31.25
4933,Maxim Dubarenco,Clay,2,1,3,9,66.67
4934,Maxim Dubarenco,Hard,3,3,6,9,50.0
4935,Maxime Cressy,Hard,3,4,7,7,42.86
4936,Maxime Huard,Carpet,2,1,3,3,66.67
4937,Maxime Teixeira,Clay,1,3,4,4,25.0
4938,Maximilian Abel,Clay,1,2,3,8,33.33
4939,Maximilian Abel,Hard,1,4,5,8,20.0
4940,Maximilian Marterer,Clay,14,21,35,74,40.0
4941,Maximilian Marterer,Grass,1,6,7,74,14.29
4942,Maximilian Marterer,Hard,10,22,32,74,31.25
4943,Maximo Gonzalez,Clay,27,43,70,86,38.57
4944,Maximo Gonzalez,Hard,3,13,16,86,18.75
4945,Mehdi Benyebka,Clay,1,1,2,2,50.0
4946,Mehdi Tahiri,Clay,5,17,22,26,22.73
4947,Mehdi Tahiri,Hard,2,2,4,26,50.0
4948,Mel Purcell,Carpet,22,33,55,355,40.0
4949,Mel Purcell,Clay,89,65,154,355,57.79
4950,Mel Purcell,Grass,8,9,17,355,47.06
4951,Mel Purcell,Hard,72,57,129,355,55.81
4952,Melle Van Gemerden,Clay,2,3,5,11,40.0
4953,Melle Van Gemerden,Grass,1,1,2,11,50.0
4954,Melle Van Gemerden,Hard,1,3,4,11,25.0
4955,Melvin Tong,Hard,6,8,14,14,42.86
4956,Menno Oosting,Carpet,2,5,7,64,28.57
4957,Menno Oosting,Clay,13,18,31,64,41.94
4958,Menno Oosting,Grass,2,3,5,64,40.0
4959,Menno Oosting,Hard,10,11,21,64,47.62
4960,Mert Ertunga,Clay,1,3,4,4,25.0
4961,Merv Guse,Grass,1,1,2,2,50.0
4962,Mervyn Rose,Grass,3,6,9,13,33.33
4963,Mervyn Rose,Hard,1,3,4,13,25.0
4964,Michael Appleton,Grass,1,1,2,2,50.0
4965,Michael Berrer,Carpet,1,1,2,233,50.0
4966,Michael Berrer,Clay,14,33,47,233,29.79
4967,Michael Berrer,Grass,7,17,24,233,29.17
4968,Michael Berrer,Hard,66,94,160,233,41.25
4969,Michael Brown B395,Clay,3,1,4,11,75.0
4970,Michael Brown B395,Hard,4,3,7,11,57.14
4971,Michael Burgener,Clay,1,4,5,5,20.0
4972,Michael Chang,Carpet,117,58,175,978,66.86
4973,Michael Chang,Clay,107,59,166,978,64.46
4974,Michael Chang,Grass,30,25,55,978,54.55
4975,Michael Chang,Hard,410,172,582,978,70.45
4976,Michael Geserer,Clay,1,5,6,9,16.67
4977,Michael Geserer,Hard,1,2,3,9,33.33
4978,Michael Grant,Clay,10,18,28,43,35.71
4979,Michael Grant,Hard,5,10,15,43,33.33
4980,Michael Hickey,Clay,3,6,9,17,33.33
4981,Michael Hickey,Grass,3,5,8,17,37.5
4982,Michael Hill,Hard,2,3,5,5,40.0
4983,Michael Joyce,Carpet,1,8,9,113,11.11
4984,Michael Joyce,Clay,1,5,6,113,16.67
4985,Michael Joyce,Grass,7,9,16,113,43.75
4986,Michael Joyce,Hard,37,45,82,113,45.12
4987,Michael Kohlmann,Carpet,2,5,7,74,28.57
4988,Michael Kohlmann,Clay,12,16,28,74,42.86
4989,Michael Kohlmann,Grass,5,9,14,74,35.71
4990,Michael Kohlmann,Hard,6,19,25,74,24.0
4991,Michael Kures,Clay,3,1,4,29,75.0
4992,Michael Kures,Hard,7,18,25,29,28.0
4993,Michael Lai,Hard,4,3,7,7,57.14
4994,Michael Lammer,Clay,1,10,11,29,9.09
4995,Michael Lammer,Hard,6,12,18,29,33.33
4996,Michael Leong,Hard,11,10,21,21,52.38
4997,Michael Llodra,Carpet,10,17,27,410,37.04
4998,Michael Llodra,Clay,20,40,60,410,33.33
4999,Michael Llodra,Grass,44,30,74,410,59.46
5000,Michael Llodra,Hard,113,136,249,410,45.38
5001,Michael Mcclune,Hard,1,2,3,3,33.33
5002,Michael Mmoh,Hard,10,19,29,29,34.48
5003,Michael Mortensen,Carpet,1,3,4,28,25.0
5004,Michael Mortensen,Clay,12,10,22,28,54.55
5005,Michael Mortensen,Hard,1,1,2,28,50.0
5006,Michael Nugent,Hard,1,2,3,3,33.33
5007,Michael Phillips,Grass,2,4,6,10,33.33
5008,Michael Phillips,Hard,2,2,4,10,50.0
5009,Michael Quintero,Clay,7,3,10,12,70.0
5010,Michael Quintero,Hard,1,1,2,12,50.0
5011,Michael Robertson,Carpet,1,3,4,69,25.0
5012,Michael Robertson,Clay,4,12,16,69,25.0
5013,Michael Robertson,Grass,2,6,8,69,25.0
5014,Michael Robertson,Hard,16,25,41,69,39.02
5015,Michael Russell,Clay,12,35,47,227,25.53
5016,Michael Russell,Grass,10,23,33,227,30.3
5017,Michael Russell,Hard,55,92,147,227,37.41
5018,Michael Ryderstedt,Clay,3,6,9,25,33.33
5019,Michael Ryderstedt,Hard,5,11,16,25,31.25
5020,Michael Sangster,Grass,1,2,3,3,33.33
5021,Michael Sell,Hard,6,11,17,17,35.29
5022,Michael Sprenglemeyer,Clay,2,2,4,4,50.0
5023,Michael Stich,Carpet,98,47,145,564,67.59
5024,Michael Stich,Clay,105,52,157,564,66.88
5025,Michael Stich,Grass,61,17,78,564,78.21
5026,Michael Stich,Hard,122,62,184,564,66.3
5027,Michael Tauson,Carpet,13,7,20,53,65.0
5028,Michael Tauson,Clay,14,12,26,53,53.85
5029,Michael Tauson,Hard,1,6,7,53,14.29
5030,Michael Tebbutt,Carpet,11,12,23,148,47.83
5031,Michael Tebbutt,Clay,8,12,20,148,40.0
5032,Michael Tebbutt,Grass,4,11,15,148,26.67
5033,Michael Tebbutt,Hard,41,49,90,148,45.56
5034,Michael Venus,Clay,3,1,4,25,75.0
5035,Michael Venus,Hard,6,15,21,25,28.57
5036,Michael Walker,Hard,8,7,15,15,53.33
5037,Michael Wayman,Clay,1,2,3,14,33.33
5038,Michael Wayman,Grass,2,5,7,14,28.57
5039,Michael Wayman,Hard,1,3,4,14,25.0
5040,Michael Westphal,Carpet,9,12,21,194,42.86
5041,Michael Westphal,Clay,42,50,92,194,45.65
5042,Michael Westphal,Grass,1,3,4,194,25.0
5043,Michael Westphal,Hard,35,42,77,194,45.45
5044,Michael Yani,Grass,3,2,5,14,60.0
5045,Michael Yani,Hard,1,8,9,14,11.11
5046,Michail Elgin,Hard,3,5,8,8,37.5
5047,Michal Chmela,Clay,2,2,4,8,50.0
5048,Michal Chmela,Hard,2,2,4,8,50.0
5049,Michal Gawlowski,Carpet,2,1,3,3,66.67
5050,Michal Lewandowski,Clay,1,1,2,2,50.0
5051,Michal Mertinak,Clay,5,7,12,25,41.67
5052,Michal Mertinak,Grass,2,5,7,25,28.57
5053,Michal Mertinak,Hard,3,3,6,25,50.0
5054,Michal Przysiezny,Carpet,5,1,6,104,83.33
5055,Michal Przysiezny,Clay,6,23,29,104,20.69
5056,Michal Przysiezny,Grass,4,8,12,104,33.33
5057,Michal Przysiezny,Hard,16,41,57,104,28.07
5058,Michal Tabara,Carpet,2,6,8,93,25.0
5059,Michal Tabara,Clay,20,25,45,93,44.44
5060,Michal Tabara,Hard,18,22,40,93,45.0
5061,Michel Kratochvil,Carpet,5,9,14,171,35.71
5062,Michel Kratochvil,Clay,18,29,47,171,38.3
5063,Michel Kratochvil,Grass,11,10,21,171,52.38
5064,Michel Kratochvil,Hard,39,50,89,171,43.82
5065,Michele Leclercq,Carpet,2,3,5,35,40.0
5066,Michele Leclercq,Clay,12,11,23,35,52.17
5067,Michele Leclercq,Hard,3,4,7,35,42.86
5068,Michiel Schapers,Carpet,36,41,77,356,46.75
5069,Michiel Schapers,Clay,26,44,70,356,37.14
5070,Michiel Schapers,Grass,33,26,59,356,55.93
5071,Michiel Schapers,Hard,73,77,150,356,48.67
5072,Micke Kontinen,Hard,2,3,5,5,40.0
5073,Micky Dominguez,Hard,1,3,4,4,25.0
5074,Midodji Segbeaya,Hard,2,1,3,3,66.67
5075,Miguel Angel Lopez Jaen,Clay,1,2,3,3,33.33
5076,Miguel Angel Reyes Varela,Hard,3,2,5,5,60.0
5077,Miguel Dungo,Hard,1,1,2,2,50.0
5078,Miguel Gallardo Valles,Carpet,2,3,5,34,40.0
5079,Miguel Gallardo Valles,Clay,7,9,16,34,43.75
5080,Miguel Gallardo Valles,Hard,8,5,13,34,61.54
5081,Miguel Merz,Clay,2,2,4,4,50.0
5082,Miguel Mir,Carpet,2,6,8,37,25.0
5083,Miguel Mir,Clay,4,20,24,37,16.67
5084,Miguel Mir,Hard,1,4,5,37,20.0
5085,Miguel Nido,Carpet,3,2,5,41,60.0
5086,Miguel Nido,Clay,4,7,11,41,36.36
5087,Miguel Nido,Hard,11,14,25,41,44.0
5088,Miguel Olvera,Clay,7,10,17,26,41.18
5089,Miguel Olvera,Grass,2,2,4,26,50.0
5090,Miguel Olvera,Hard,4,1,5,26,80.0
5091,Miguel Oquendo,Clay,1,1,2,2,50.0
5092,Miguel Soares,Clay,1,5,6,6,16.67
5093,Miguel Tobon,Clay,18,15,33,41,54.55
5094,Miguel Tobon,Hard,3,5,8,41,37.5
5095,Mihai Vanta,Clay,1,1,2,2,50.0
5096,Mik Ledvonova,Hard,1,1,2,2,50.0
5097,Mikael Pernfors,Carpet,20,20,40,255,50.0
5098,Mikael Pernfors,Clay,38,42,80,255,47.5
5099,Mikael Pernfors,Grass,8,4,12,255,66.67
5100,Mikael Pernfors,Hard,75,48,123,255,60.98
5101,Mikael Stadling,Carpet,1,5,6,6,16.67
5102,Mikael Tillstrom,Carpet,14,15,29,226,48.28
5103,Mikael Tillstrom,Clay,31,35,66,226,46.97
5104,Mikael Tillstrom,Grass,3,8,11,226,27.27
5105,Mikael Tillstrom,Hard,65,55,120,226,54.17
5106,Mikael Torpegaard,Carpet,1,1,2,10,50.0
5107,Mikael Torpegaard,Hard,3,5,8,10,37.5
5108,Mikael Ymer,Clay,5,7,12,47,41.67
5109,Mikael Ymer,Hard,16,19,35,47,45.71
5110,Mike Bauer,Carpet,24,17,41,166,58.54
5111,Mike Bauer,Clay,2,13,15,166,13.33
5112,Mike Bauer,Grass,30,23,53,166,56.6
5113,Mike Bauer,Hard,19,38,57,166,33.33
5114,Mike Belkin,Clay,44,24,68,105,64.71
5115,Mike Belkin,Grass,4,4,8,105,50.0
5116,Mike Belkin,Hard,13,16,29,105,44.83
5117,Mike Brown,Hard,2,1,3,3,66.67
5118,Mike Brunnberg,Clay,2,3,5,22,40.0
5119,Mike Brunnberg,Grass,4,6,10,22,40.0
5120,Mike Brunnberg,Hard,3,4,7,22,42.86
5121,Mike Bryan,Grass,1,3,4,14,25.0
5122,Mike Bryan,Hard,4,6,10,14,40.0
5123,Mike Cahill,Carpet,18,44,62,252,29.03
5124,Mike Cahill,Clay,50,66,116,252,43.1
5125,Mike Cahill,Hard,34,40,74,252,45.95
5126,Mike Collins,Grass,5,5,10,10,50.0
5127,Mike De Palmer,Carpet,14,12,26,161,53.85
5128,Mike De Palmer,Clay,11,13,24,161,45.83
5129,Mike De Palmer,Grass,14,18,32,161,43.75
5130,Mike De Palmer,Hard,37,42,79,161,46.84
5131,Mike Estep,Carpet,13,34,47,259,27.66
5132,Mike Estep,Clay,13,47,60,259,21.67
5133,Mike Estep,Grass,33,29,62,259,53.23
5134,Mike Estep,Hard,41,49,90,259,45.56
5135,Mike Fishbach,Carpet,3,8,11,50,27.27
5136,Mike Fishbach,Clay,13,26,39,50,33.33
5137,Mike Gandolfo,Carpet,2,3,5,9,40.0
5138,Mike Gandolfo,Grass,2,2,4,9,50.0
